Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
2154,Giacomo Raspadori,it ITA,FWMF,Napoli,it Serie A,23-087,2000,22,10,839,9.3,2,1,3,2,0,0,1,0,3.3,3.3,1.1,4.4,9,27,82,0.21,0.11,0.32,0.21,0.32,0.35,0.12,0.47,0.35,0.47,Matches,6e058f06
2155,Giacomo Raspadori,it ITA,FW,Sassuolo,it Serie A,23-087,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,Matches,6e058f06
2156,Rafael Ratão,br BRA,FWMF,Toulouse,fr Ligue 1,27-167,1995,27,23,1675,18.6,5,2,7,5,0,0,2,0,4.9,4.9,3.6,8.5,58,76,192,0.27,0.11,0.38,0.27,0.38,0.26,0.19,0.46,0.26,0.46,Matches,40ef7347
2157,David Raum,de GER,DFMF,RB Leipzig,de Bundesliga,25-024,1998,27,19,1655,18.4,0,2,2,0,0,0,5,0,0.6,0.6,4.6,5.2,44,68,125,0,0.11,0.11,0,0.11,0.03,0.25,0.28,0.03,0.28,Matches,7d450ed3
2158,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,34-155,1988,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d7a35008
2159,Rayan Raveloson,mg MAD,DFMF,Auxerre,fr Ligue 1,26-120,1997,31,24,2161,24,1,1,2,1,0,0,0,0,2,2,0.9,2.9,32,86,55,0.04,0.04,0.08,0.04,0.08,0.08,0.04,0.12,0.08,0.12,Matches,fb3236a7
2160,David Raya,es ESP,GK,Brentford,eng Premier League,27-243,1995,36,36,3240,36,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,0,13,0,0,0,0,0,0,0,0,0.01,0,0.01,Matches,98ea5115
2161,Tim Ream,us USA,DF,Fulham,eng Premier League,35-223,1987,33,33,2897,32.2,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,28,142,2,0.03,0,0.03,0.03,0.03,0.01,0,0.01,0.01,0.01,Matches,28b40c9c
2162,Ante Rebić,hr CRO,FWMF,Milan,it Serie A,29-237,1993,23,10,979,10.9,3,2,5,3,0,0,4,0,3.5,3.5,2,5.5,17,29,92,0.28,0.18,0.46,0.28,0.46,0.32,0.19,0.5,0.32,0.5,Matches,536cebe5
2163,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,27-333,1995,27,21,1901,21.1,1,1,2,1,0,0,5,0,0.9,0.9,1.9,2.8,76,71,80,0.05,0.05,0.09,0.05,0.09,0.04,0.09,0.13,0.04,0.13,Matches,6213fd82
2164,Nathan Redmond,eng ENG,DF,Southampton,eng Premier League,29-071,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,ab651565
2165,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,28-109,1995,35,34,2751,30.6,3,4,7,3,0,0,5,0,1.9,1.9,3.7,5.6,30,100,103,0.1,0.13,0.23,0.1,0.23,0.06,0.12,0.18,0.06,0.18,Matches,803ae100
2166,Sergio Reguilón,es ESP,DFMF,Atlético Madrid,es La Liga,26-151,1996,7,0,148,1.6,0,0,0,0,0,0,3,1,0,0,0.2,0.2,9,10,16,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches,3353737a
2167,Bobby Reid,jm JAM,FWDF,Fulham,eng Premier League,30-103,1993,35,29,2464,27.4,4,1,5,4,0,0,8,0,3.9,3.9,1.7,5.6,46,63,186,0.15,0.04,0.18,0.15,0.18,0.14,0.06,0.21,0.14,0.21,Matches,0f7533cd
2168,Pepe Reina,es ESP,GK,Villarreal,es La Liga,40-258,1982,19,19,1710,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e358587b
2169,Jeff Reine-Adélaïde,fr FRA,MF,Troyes,fr Ligue 1,25-119,1998,6,3,233,2.6,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.8,10,20,8,0,0.39,0.39,0,0.39,0.12,0.17,0.29,0.12,0.29,Matches,d504b3e1
2170,Jeff Reine-Adélaïde,fr FRA,MF,Lyon,fr Ligue 1,25-119,1998,14,1,336,3.7,0,0,0,0,0,0,1,0,0.8,0.8,0.9,1.6,20,32,25,0,0,0,0,0,0.21,0.23,0.44,0.21,0.44,Matches,d504b3e1
2171,Reinier,br BRA,MFFW,Girona,es La Liga,21-117,2002,15,4,525,5.8,1,0,1,1,0,0,1,1,1.2,1.2,0.5,1.6,8,16,18,0.17,0,0.17,0.17,0.17,0.2,0.08,0.28,0.2,0.28,Matches,6b21b7b5
2172,Rocco Reitz,de GER,MF,M'Gladbach,de Bundesliga,20-352,2002,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cc971106
2173,Karim Rekik,nl NED,DF,Sevilla,es La Liga,28-165,1994,13,12,911,10.1,1,1,2,1,0,0,1,0,0.7,0.7,0,0.8,11,44,7,0.1,0.1,0.2,0.1,0.2,0.07,0,0.08,0.07,0.08,Matches,3376a776
2174,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,28-053,1995,34,34,3060,34,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,374ee424
2175,Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,24-280,1998,2,1,122,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,2,0,0,0,0,0,0,0.05,0.02,0.06,0.05,0.06,Matches,4bd00a50
2176,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,33-350,1989,23,14,1291,14.3,6,4,10,5,1,1,4,0,4.6,3.8,2.2,6,30,40,75,0.42,0.28,0.7,0.35,0.63,0.32,0.15,0.47,0.27,0.42,Matches,36a3ff67
2177,Alejandro Revuelta Montero,es ESP,DF,Getafe,es La Liga,23-030,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,14d5b7ac
2178,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,25-196,1997,29,28,2418,26.9,0,0,0,0,0,0,6,0,0.3,0.3,0.7,1.1,14,89,20,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,1ae836b1
2179,Gio Reyna,us USA,FWMF,Dortmund,de Bundesliga,20-184,2002,20,4,596,6.6,7,0,7,6,1,1,2,0,4,3.2,1,4.2,21,22,51,1.06,0,1.06,0.91,0.91,0.61,0.15,0.75,0.49,0.63,Matches,7fa4e703
2180,Chadi Riad,ma MAR,MF,Barcelona,es La Liga,19-333,2003,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b3b9b8b8
2181,Nico Ribaudo,es ESP,MFFW,Espanyol,es La Liga,22-035,2001,28,12,949,10.5,0,2,2,0,0,0,4,0,2.4,2.4,1.5,3.9,31,35,70,0,0.19,0.19,0,0.19,0.22,0.15,0.37,0.22,0.37,Matches,ce8039aa
2182,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,23-280,1999,19,14,1432,15.9,3,0,3,3,0,0,4,0,1.8,1.8,0.1,1.9,8,73,5,0.19,0,0.19,0.19,0.19,0.11,0.01,0.12,0.11,0.12,Matches,102c9665
2183,Franck Ribéry,fr FRA,MF,Salernitana,it Serie A,40-039,1983,1,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,Matches,f61c7c4e
2184,Samuele Ricci,it ITA,MF,Torino,it Serie A,21-268,2001,25,20,1822,20.2,1,1,2,1,0,0,6,0,1.5,1.5,1.6,3.2,41,98,27,0.05,0.05,0.1,0.05,0.1,0.08,0.08,0.16,0.08,0.16,Matches,9823be92
2185,Declan Rice,eng ENG,MF,West Ham,eng Premier League,24-122,1999,35,34,3093,34.4,3,1,4,3,0,1,5,0,2.1,1.3,3.2,4.5,83,220,37,0.09,0.03,0.12,0.09,0.12,0.06,0.09,0.15,0.04,0.13,Matches,1c7012b8
2186,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,23-049,2000,9,4,447,5,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1,4,14,3,0,0,0,0,0,0.14,0.05,0.2,0.14,0.2,Matches,0a3d6d2b
2187,Richarlison,br BRA,MFFW,Tottenham,eng Premier League,26-006,1997,25,12,979,10.9,1,3,4,1,0,0,3,0,2.6,2.6,2.2,4.7,30,28,70,0.09,0.28,0.37,0.09,0.37,0.24,0.2,0.44,0.24,0.44,Matches,fa031b34
2188,Marco Richter,de GER,MFFW,Hertha BSC,de Bundesliga,25-173,1997,27,19,1684,18.7,5,4,9,5,0,0,7,0,3.5,3.5,2.4,5.9,35,61,89,0.27,0.21,0.48,0.27,0.48,0.19,0.13,0.32,0.19,0.32,Matches,f972644c
2189,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,30-082,1993,18,16,1466,16.3,0,0,0,0,0,0,3,0,0.1,0.1,1.5,1.6,28,57,66,0,0,0,0,0,0.01,0.09,0.1,0.01,0.1,Matches,d9ba39fc
2190,Jaïro Riedewald,nl NED,DFMF,Crystal Palace,eng Premier League,26-249,1996,5,0,63,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,1,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches,7a1f2c08
2191,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34-249,1988,32,32,2880,32,0,0,0,0,0,0,3,0,0,0,0.1,0.1,1,17,0,0,0,0,0,0,0,0,0,0,0,Matches,9f941969
2192,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,35-123,1988,31,27,2328,25.9,0,2,2,0,0,0,7,1,0.6,0.6,1.2,1.8,26,117,35,0,0.08,0.08,0,0.08,0.02,0.05,0.07,0.02,0.07,Matches,f1cfc209
2193,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,35-283,1987,7,6,601,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,7f41ee30
2194,Renaud Ripart,fr FRA,FWMF,Troyes,fr Ligue 1,30-063,1993,26,15,1320,14.7,4,1,5,4,0,0,4,0,3.5,3.5,1.9,5.4,28,47,104,0.27,0.07,0.34,0.27,0.34,0.24,0.13,0.37,0.24,0.37,Matches,beae3a73
2195,Rodrigo Riquelme,es ESP,MFFW,Girona,es La Liga,23-044,2000,32,23,2031,22.6,4,4,8,4,0,0,1,0,3.8,3.8,3.6,7.4,106,83,152,0.18,0.18,0.35,0.18,0.35,0.17,0.16,0.33,0.17,0.33,Matches,65154df0
2196,Matt Ritchie,sct SCO,FWMF,Newcastle Utd,eng Premier League,33-248,1989,7,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,1,9,0,0,0,0,0,0,0.24,0.24,0,0.24,Matches,71ef519e
2197,Sergi Roberto,es ESP,DFMF,Barcelona,es La Liga,31-098,1992,20,13,1099,12.2,4,1,5,4,0,0,3,0,1.9,1.9,0.7,2.7,39,82,51,0.33,0.08,0.41,0.33,0.41,0.16,0.06,0.22,0.16,0.22,Matches,335fa267
2198,Lucas Robertone,ar ARG,MF,Almería,es La Liga,26-059,1997,33,31,2539,28.2,2,7,9,2,0,0,7,0,2.5,2.5,5.8,8.2,39,145,85,0.07,0.25,0.32,0.07,0.32,0.09,0.2,0.29,0.09,0.29,Matches,a8981944
2199,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,29-066,1994,33,28,2512,27.9,0,8,8,0,0,0,3,0,1.3,1.3,6.1,7.4,79,160,190,0,0.29,0.29,0,0.29,0.05,0.22,0.26,0.05,0.26,Matches,2e4f5f03
2200,Antonee Robinson,us USA,DF,Fulham,eng Premier League,25-281,1997,33,33,2908,32.3,0,1,1,0,0,0,7,0,0.1,0.1,1.2,1.3,103,121,146,0,0.03,0.03,0,0.03,0,0.04,0.04,0,0.04,Matches,2.90E+11
2201,Joel Robles,es ESP,GK,Leeds United,eng Premier League,32-333,1990,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cda0b317
2202,Joel Roca,es ESP,MFFW,Girona,es La Liga,17-343,2005,4,0,67,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,1,0,12,0,0,0,0,0,0.23,0.05,0.28,0.23,0.28,Matches,5f21b94c
2203,Marc Roca,es ESP,MF,Leeds United,eng Premier League,26-171,1996,31,29,2308,25.6,1,2,3,1,0,0,7,0,2.1,2.1,2.7,4.8,24,168,28,0.04,0.08,0.12,0.04,0.12,0.08,0.11,0.19,0.08,0.19,Matches,da27e268
2204,Enzo Roco,cl CHI,DF,Elche,es La Liga,30-273,1992,20,18,1520,16.9,0,0,0,0,0,0,7,1,0.6,0.6,0,0.6,5,34,2,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,37f827ec
2205,Marek Rodák,sk SVK,GK,Fulham,eng Premier League,26-154,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,17acc2ed
2206,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,32-217,1990,26,18,1342,14.9,4,1,5,4,0,0,6,0,0.9,0.9,0.9,1.8,22,103,39,0.27,0.07,0.34,0.27,0.34,0.06,0.06,0.12,0.06,0.12,Matches,e12b0b5b
2207,Joe Rodon,wls WAL,DF,Rennes,fr Ligue 1,25-206,1997,14,14,1237,13.7,1,0,1,1,0,0,2,1,0.9,0.9,0,0.9,3,43,0,0.07,0,0.07,0.07,0.07,0.07,0,0.07,0.07,0.07,Matches,8d62d31a
2208,Rodri,es ESP,MF,Manchester City,eng Premier League,26-328,1996,34,33,2808,31.2,2,6,8,2,0,0,5,0,4.6,4.6,4.1,8.7,74,257,37,0.06,0.19,0.26,0.06,0.26,0.15,0.13,0.28,0.15,0.28,Matches,6434f10d
2209,Rodrigo,es ESP,FWMF,Leeds United,eng Premier League,32-071,1991,29,21,1755,19.5,12,1,13,11,1,1,5,0,7.8,7,1.5,8.6,37,42,132,0.62,0.05,0.67,0.56,0.62,0.4,0.08,0.48,0.36,0.44,Matches,1fb1c435
2210,Rodrigo,es ESP,FWMF,Betis,es La Liga,23-000,2000,26,18,1425,15.8,2,3,5,2,0,0,0,0,1.4,1.4,1.7,3.1,47,87,95,0.13,0.19,0.32,0.13,0.32,0.09,0.11,0.2,0.09,0.2,Matches,85bed4ee
2211,Ángel Rodríguez,es ESP,FWMF,Mallorca,es La Liga,36-020,1987,14,2,332,3.7,0,0,0,0,0,0,1,0,2.1,2.1,0.1,2.2,3,4,17,0,0,0,0,0,0.57,0.02,0.59,0.57,0.59,Matches,8cfc2f69
2212,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,es La Liga,24-322,1998,29,15,1444,16,2,0,2,2,0,0,5,0,3.4,3.4,2,5.4,27,107,35,0.12,0,0.12,0.12,0.12,0.21,0.13,0.34,0.21,0.34,Matches,19709006
2213,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,34-344,1988,31,22,1801,20,3,4,7,3,0,0,7,0,2,2,2,4,38,63,60,0.15,0.2,0.35,0.15,0.35,0.1,0.1,0.2,0.1,0.2,Matches,70f8e0bd
2214,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,29-034,1994,30,29,2512,27.9,1,0,1,1,0,0,7,0,1.1,1.1,0.3,1.4,9,110,15,0.04,0,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,Matches,34e393f2
2215,Miguel Rodríguez,es ESP,MFFW,Celta Vigo,es La Liga,20-017,2003,4,1,92,1,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,3,5,12,0.98,0,0.98,0.98,0.98,0.19,0,0.19,0.19,0.19,Matches,958d67bb
2216,Pablo Rodríguez,es ESP,FWMF,Lecce,it Serie A,21-285,2001,4,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches,1d4e63b6
2217,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,30-264,1992,32,27,2463,27.4,0,0,0,0,0,0,3,0,0.3,0.3,1.9,2.2,44,128,47,0,0,0,0,0,0.01,0.07,0.08,0.01,0.08,Matches,7f78ad23
2218,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22-127,2001,30,22,2074,23,6,8,14,5,1,1,3,0,12.3,11.5,6.7,18.1,120,73,229,0.26,0.35,0.61,0.22,0.56,0.53,0.29,0.82,0.5,0.79,Matches,8f5e92a6
2219,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,23-326,1999,18,12,1104,12.3,0,0,0,0,0,0,0,0,0.3,0.3,1.2,1.5,8,19,36,0,0,0,0,0,0.03,0.1,0.12,0.03,0.12,Matches,57c94db2
2220,Agustín Rogel,uy URU,DF,Hertha BSC,de Bundesliga,25-211,1997,19,13,1336,14.8,0,1,1,0,0,0,7,0,0.8,0.8,0,0.8,1,23,2,0,0.07,0.07,0,0.07,0.05,0,0.06,0.05,0.06,Matches,ea42c03f
2221,Rogério,br BRA,DF,Sassuolo,it Serie A,25-123,1998,33,31,2730,30.3,0,3,3,0,0,0,5,0,0.5,0.5,2.5,3,98,167,107,0,0.1,0.1,0,0.1,0.02,0.08,0.1,0.02,0.1,Matches,10e7f486
2222,Merlin Röhl,de GER,MFFW,Freiburg,de Bundesliga,20-315,2002,3,0,57,0.6,0,1,1,0,0,0,0,0,0,0,0.5,0.5,2,1,4,0,1.58,1.58,0,1.58,0,0.73,0.73,0,0.73,Matches,1f2c7b55
2223,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28-124,1995,31,30,2672,29.7,1,0,1,1,0,0,6,0,1,1,0.1,1.2,3,55,3,0.03,0,0.03,0.03,0.03,0.03,0,0.04,0.03,0.04,Matches,3ead85f9
2224,Simone Romagnoli,it ITA,DF,Lecce,it Serie A,33-096,1990,6,1,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,09899de8
2225,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,25-019,1998,27,26,2364,26.3,0,1,1,0,0,0,11,1,1.5,1.5,1.2,2.6,19,92,9,0,0.04,0.04,0,0.04,0.06,0.05,0.1,0.06,0.1,Matches,a3d94a58
2226,Iván Romero,es ESP,MF,Sevilla,es La Liga,22-036,2001,1,0,11,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2fbe6af0
2227,Luka Romero,ar ARG,FW,Lazio,it Serie A,18-179,2004,6,1,151,1.7,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,4,4,21,0.6,0,0.6,0.6,0.6,0.52,0.04,0.55,0.52,0.55,Matches,ca6edaa0
2228,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,31-234,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,Matches,4b511457
2229,Oriol Romeu,es ESP,MF,Girona,es La Liga,31-234,1991,30,30,2680,29.8,2,0,2,2,0,0,10,1,1.7,1.7,0.8,2.5,15,117,15,0.07,0,0.07,0.07,0.07,0.06,0.03,0.08,0.06,0.08,Matches,4b511457
2230,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,38-100,1985,10,4,525,5.8,1,0,1,1,0,0,2,0,1.9,1.9,0.4,2.3,9,12,33,0.17,0,0.17,0.17,0.17,0.32,0.07,0.4,0.32,0.4,Matches,dea698d9
2231,Connor Ronan,ie IRL,MF,Wolves,eng Premier League,25-071,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,1b804500
2232,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,33-242,1989,7,1,109,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1,0,1,7,0,0,0,0,0,0.66,0.13,0.79,0.66,0.79,Matches,b318a643
2233,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28-160,1994,34,32,2852,31.7,1,2,3,1,0,0,7,0,1.7,1.7,2.6,4.3,54,225,68,0.03,0.06,0.09,0.03,0.09,0.05,0.08,0.14,0.05,0.14,Matches,ed45c4a5
2234,Marten de Roon,nl NED,MF,Atalanta,it Serie A,32-048,1991,32,31,2694,29.9,3,1,4,3,0,0,7,0,1.1,1.1,1.8,2.9,17,153,18,0.1,0.03,0.13,0.1,0.13,0.04,0.06,0.1,0.04,0.1,Matches,2a1beb34
2235,Pablo Rosario,nl NED,MFDF,Nice,fr Ligue 1,26-129,1997,28,15,1578,17.5,0,1,1,0,0,0,5,0,0.8,0.8,1.8,2.6,18,102,37,0,0.06,0.06,0,0.06,0.05,0.1,0.15,0.05,0.15,Matches,1a6b7ea4
2236,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,18-199,2004,2,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.26,0,0.26,0.26,0.26,Matches,90c1f9a4
2237,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28-125,1995,20,12,1016,11.3,0,1,1,0,0,0,1,0,0.2,0.2,1,1.2,12,33,12,0,0.09,0.09,0,0.09,0.01,0.09,0.1,0.01,0.1,Matches,10a10454
2238,Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21-352,2001,35,35,3134,34.8,2,1,3,2,0,0,4,1,3.3,3.3,0.8,4.1,10,128,6,0.06,0.03,0.09,0.06,0.09,0.09,0.02,0.12,0.09,0.12,Matches,9b545925
2239,Jérôme Roussillon,fr FRA,MFDF,Wolfsburg,de Bundesliga,30-130,1993,4,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches,13203c45
2240,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30-130,1993,14,9,779,8.7,0,2,2,0,0,0,1,0,0.4,0.4,1,1.4,16,26,32,0,0.23,0.23,0,0.23,0.05,0.11,0.16,0.05,0.16,Matches,13203c45
2241,Nicolò Rovella,it ITA,MF,Monza,it Serie A,21-163,2001,22,19,1568,17.4,1,1,2,1,0,0,4,1,1.1,1.1,1.6,2.7,20,85,15,0.06,0.06,0.11,0.06,0.11,0.07,0.09,0.15,0.07,0.15,Matches,e58cbfd5
2242,Nicolò Rovella,it ITA,MF,Juventus,it Serie A,21-163,2001,3,0,27,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,1,2,0,0,0,0,0,0.3,0,0.3,0.3,0.3,Matches,e58cbfd5
2243,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29-081,1994,26,24,2178,24.2,2,1,3,2,0,0,1,0,1.8,1.8,0.9,2.7,19,115,4,0.08,0.04,0.12,0.08,0.12,0.08,0.04,0.11,0.08,0.11,Matches,4b3e1a38
2244,Ruan,br BRA,DF,Sassuolo,it Serie A,23-343,1999,21,19,1564,17.4,0,0,0,0,0,0,9,1,0.5,0.5,0,0.5,6,20,3,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,a378a02a
2245,Rubén,es ESP,DFMF,Espanyol,es La Liga,22-101,2001,18,9,888,9.9,0,2,2,0,0,0,1,0,0.5,0.5,1.5,2,34,14,57,0,0.2,0.2,0,0.2,0.05,0.15,0.2,0.05,0.2,Matches,35d4f151
2246,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30-074,1993,29,23,2143,23.8,1,0,1,1,0,0,1,0,1.6,1.6,0.1,1.6,15,51,3,0.04,0,0.04,0.04,0.04,0.07,0,0.07,0.07,0.07,Matches,18b896d6
2247,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,33-077,1990,20,5,707,7.9,0,1,1,0,0,0,3,0,0.2,0.2,0.7,0.8,6,39,6,0,0.13,0.13,0,0.13,0.02,0.09,0.11,0.02,0.11,Matches,80f36c88
2248,Daniele Rugani,it ITA,DF,Juventus,it Serie A,28-291,1994,7,6,535,5.9,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,2,5,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches,14b8fcdf
2249,Matteo Ruggeri,it ITA,DFMF,Atalanta,it Serie A,20-309,2002,15,8,829,9.2,0,1,1,0,0,0,3,0,0.6,0.6,0.9,1.5,22,55,65,0,0.11,0.11,0,0.11,0.06,0.1,0.16,0.06,0.16,Matches,ae9898c5
2250,Mário Rui,pt POR,DF,Napoli,it Serie A,31-354,1991,21,20,1674,18.6,0,6,6,0,0,0,2,1,0.6,0.6,3.9,4.5,52,147,92,0,0.32,0.32,0,0.32,0.03,0.21,0.24,0.03,0.24,Matches,0b5a292a
2251,Aitor Ruibal,es ESP,DFFW,Betis,es La Liga,27-055,1996,23,14,1323,14.7,0,0,0,0,0,0,3,1,0.8,0.8,1.5,2.3,36,55,61,0,0,0,0,0,0.05,0.1,0.16,0.05,0.16,Matches,a55d8df5
2252,Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,20-263,2002,1,1,62,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,Matches,90a9cc01
2253,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,27-043,1996,26,20,1814,20.2,3,1,4,3,0,0,0,0,2.8,2.8,1.5,4.3,31,117,83,0.15,0.05,0.2,0.15,0.2,0.14,0.08,0.22,0.14,0.22,Matches,c0c7ff58
2254,Víctor Ruiz,es ESP,DF,Betis,es La Liga,34-111,1989,10,5,560,6.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,10,0,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches,b3dc6eca
2255,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30-361,1992,14,14,1260,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,625c144a
2256,Franco Russo,ar ARG,DF,Mallorca,es La Liga,28-203,1994,3,2,145,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,b75ac54b
2257,Georginio Rutter,fr FRA,FWMF,Leeds United,eng Premier League,21-026,2002,10,1,242,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,5,5,14,0,0,0,0,0,0.11,0.09,0.19,0.11,0.19,Matches,c64c01fc
2258,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,21-026,2002,15,11,1009,11.2,2,2,4,2,0,0,2,0,3,3,2.3,5.4,32,25,75,0.18,0.18,0.36,0.18,0.36,0.27,0.21,0.48,0.27,0.48,Matches,c64c01fc
2259,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,25-180,1997,13,12,1037,11.5,0,0,0,0,0,0,2,0,0.7,0.7,0.5,1.2,20,32,32,0,0,0,0,0,0.06,0.04,0.1,0.06,0.1,Matches,009a4f60
