Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
118,Christopher Antwi-Adjei,gh GHA,FWMF,Bochum,de Bundesliga,29-098,1994,27,20,1801,20,3,6,9,3,0,0,2,0,2.2,2.2,3.5,5.7,62,29,207,0.15,0.3,0.45,0.15,0.45,0.11,0.18,0.29,0.11,0.29,Matches,0a3f6cde
119,Anuar,ma MAR,MFFW,Valladolid,es La Liga,28-121,1995,3,3,210,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.4,0.8,6,3,4,0.43,0,0.43,0.43,0.43,0.15,0.19,0.34,0.15,0.34,Matches,c93231dc
120,Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,24-320,1998,15,6,501,5.6,1,1,2,1,0,0,2,0,1.1,1.1,0.3,1.4,12,35,33,0.18,0.18,0.36,0.18,0.36,0.19,0.05,0.24,0.19,0.24,Matches,a5db0bec
121,Adil Aouchiche,fr FRA,MF,Lorient,fr Ligue 1,20-305,2002,11,1,250,2.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,16,23,20,0,0,0,0,0,0.2,0.02,0.22,0.2,0.22,Matches,b94b8be1
122,Dennis Appiah,fr FRA,DFMF,Nantes,fr Ligue 1,30-341,1992,15,9,795,8.8,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,15,39,51,0,0,0,0,0,0.05,0.02,0.06,0.05,0.06,Matches,feb5d3ab
123,Stredair Appuah,fr FRA,MF,Nantes,fr Ligue 1,18-323,2004,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,3,1,3,0,0,0,0,0,0.08,0.2,0.28,0.08,0.28,Matches,42f0113f
124,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,27-228,1995,11,11,891,9.9,0,1,1,0,0,0,5,1,0.2,0.2,1.5,1.8,8,32,7,0,0.1,0.1,0,0.1,0.02,0.16,0.18,0.02,0.18,Matches,58afe001
125,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,34-029,1989,10,4,493,5.5,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.5,3,32,7,0.18,0,0.18,0.18,0.18,0.06,0.04,0.1,0.06,0.1,Matches,56413b1f
126,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,24-070,1999,22,21,1800,20,0,2,2,0,0,0,5,1,2.1,2.1,0.8,2.9,29,79,11,0,0.1,0.1,0,0.1,0.1,0.04,0.15,0.1,0.15,Matches,2bef2bca
127,Cameron Archer,eng ENG,FWMF,Aston Villa,eng Premier League,21-299,2001,6,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,Matches,05e8ca6d
128,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,19-185,2003,4,1,128,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,1,8,0,0,0,0,0,0.19,0.1,0.29,0.19,0.29,Matches,c5e6c017
129,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,30-078,1993,5,2,309,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2f965a72
130,Joe Aribo,ng NGA,MFFW,Southampton,eng Premier League,26-299,1996,20,12,1155,12.8,2,0,2,2,0,0,2,0,1.5,1.5,0.8,2.3,19,39,62,0.16,0,0.16,0.16,0.16,0.12,0.06,0.18,0.12,0.18,Matches,328f7d51
131,Adam Armstrong,eng ENG,FWMF,Southampton,eng Premier League,26-095,1997,29,14,1307,14.5,1,1,2,1,0,0,2,0,1.9,1.9,1.3,3.2,38,16,69,0.07,0.07,0.14,0.07,0.14,0.13,0.09,0.22,0.13,0.22,Matches,68c720b5
132,Stuart Armstrong,sct SCO,MFFW,Southampton,eng Premier League,31-047,1992,30,14,1361,15.1,2,1,3,2,0,0,6,0,2.4,2.4,2.2,4.6,60,74,88,0.13,0.07,0.2,0.13,0.2,0.16,0.15,0.3,0.16,0.3,Matches,97333cf5
133,Marko Arnautović,at AUT,FW,Bologna,it Serie A,34-027,1989,18,15,1323,14.7,8,0,8,5,3,3,5,0,5.7,3.4,1.8,5.2,12,31,94,0.54,0,0.54,0.34,0.34,0.39,0.12,0.51,0.23,0.35,Matches,459419
134,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28-354,1994,30,30,2596,28.8,5,3,8,2,3,5,5,0,4.9,1,4.9,5.9,28,137,18,0.17,0.1,0.28,0.07,0.17,0.17,0.17,0.34,0.03,0.2,Matches,86e119e0
135,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,19-040,2004,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches,508a9011
136,Sergio Arribas,es ESP,MFFW,Real Madrid,es La Liga,21-228,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,2,0,0,0,0,0,0,0.74,0.14,0.88,0.74,0.88,Matches,1e465e70
137,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,28-225,1994,26,26,2295,25.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,28d596a0
138,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,19-264,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,Matches,6091cf45
139,Tolgay Arslan,de GER,MF,Udinese,it Serie A,32-273,1990,33,11,1080,12,1,0,1,1,0,0,2,0,1.6,1.6,1.5,3.2,40,67,34,0.08,0,0.08,0.08,0.08,0.14,0.13,0.26,0.14,0.26,Matches,963a328b
140,Ricard Artero,es ESP,MFFW,Girona,es La Liga,20-100,2003,6,0,76,0.8,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,2,0,4,0,0,0,0,0,0.42,0,0.42,0.42,0.42,Matches,5d133e96
141,Arthur,br BRA,FW,Fiorentina,it Serie A,25-021,1998,27,14,1342,14.9,7,1,8,5,2,2,3,0,7.2,5.7,0.8,6.4,11,21,82,0.47,0.07,0.54,0.34,0.4,0.48,0.05,0.54,0.38,0.43,Matches,a820e429
142,Santiago Arzamendia,py PAR,DFMF,Cádiz,es La Liga,25-011,1998,11,5,480,5.3,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,8,17,22,0,0,0,0,0,0.04,0.09,0.13,0.04,0.13,Matches,759d8dd7
143,Takuma Asano,jp JPN,FWMF,Bochum,de Bundesliga,28-187,1994,23,19,1553,17.3,2,2,4,2,0,0,1,0,5,5,1.5,6.5,29,31,102,0.12,0.12,0.23,0.12,0.23,0.29,0.09,0.38,0.29,0.38,Matches,13ddc856
144,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,26-080,1997,13,7,727,8.1,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,1,41,6,0,0,0,0,0,0.05,0.05,0.1,0.05,0.1,Matches,e26fcca3
145,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33-322,1989,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9f0ea33f
146,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,27-115,1996,28,14,1326,14.7,9,6,15,9,0,1,1,0,6.3,5.5,4.6,10.1,51,64,96,0.61,0.41,1.02,0.61,1.02,0.42,0.31,0.74,0.37,0.68,Matches,45af8a54
147,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,22-127,2001,19,6,633,7,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,9,21,16,0,0,0,0,0,0.06,0.04,0.1,0.06,0.1,Matches,a69cc629
148,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,20-281,2002,8,0,167,1.9,0,0,0,0,0,0,0,0,1.7,1.7,0.2,1.8,4,1,19,0,0,0,0,0,0.88,0.1,0.98,0.88,0.98,Matches,35f67a30
149,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21-068,2002,18,4,489,5.4,0,0,0,0,0,0,2,0,0.4,0.4,0.9,1.3,5,27,6,0,0,0,0,0,0.08,0.17,0.25,0.08,0.25,Matches,0fdcef0e
150,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,35-288,1987,34,31,2816,31.3,12,3,15,10,2,3,5,0,11,8.7,5.5,14.2,79,155,233,0.38,0.1,0.48,0.32,0.42,0.35,0.17,0.53,0.28,0.45,Matches,7dcf86f6
151,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22-328,2000,9,2,222,2.5,0,1,1,0,0,0,2,0,0.3,0.3,0.3,0.6,7,10,9,0,0.41,0.41,0,0.41,0.13,0.12,0.25,0.13,0.25,Matches,b026bbf6
152,Youcef Atal,dz ALG,DFMF,Nice,fr Ligue 1,26-364,1996,16,7,702,7.8,1,0,1,1,0,0,1,0,0.9,0.9,1.2,2.1,35,34,53,0.13,0,0.13,0.13,0.13,0.12,0.15,0.27,0.12,0.27,Matches,6a827d8e
153,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17-264,2005,4,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,6b5edd5d
154,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33-332,1989,15,5,554,6.2,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.9,9,3,29,0.16,0,0.16,0.16,0.16,0.24,0.07,0.3,0.24,0.3,Matches,d5dd5f1f
155,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33-332,1989,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,1.18,0,1.18,1.18,1.18,Matches,d5dd5f1f
156,Emil Audero,it ITA,GK,Sampdoria,it Serie A,26-118,1997,25,25,2250,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,649b01d8
157,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,28-259,1994,34,32,2791,31,2,5,7,2,0,0,3,0,0.7,0.7,3.2,3.9,75,108,141,0.06,0.16,0.23,0.06,0.23,0.02,0.1,0.12,0.02,0.12,Matches,3cd3b384
158,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,29-025,1994,3,1,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches,9fec8860
159,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,29-025,1994,4,1,132,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,9fec8860
160,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,30-143,1992,22,20,1763,19.6,1,0,1,1,0,0,2,0,0.7,0.7,1,1.7,34,65,47,0.05,0,0.05,0.05,0.05,0.04,0.05,0.09,0.04,0.09,Matches,5c2b4f07
161,Mathias Autret,fr FRA,MFFW,Auxerre,fr Ligue 1,32-076,1991,22,16,1289,14.3,2,2,4,1,1,1,0,0,2.5,1.7,2,3.7,20,76,56,0.14,0.14,0.28,0.07,0.21,0.17,0.14,0.31,0.12,0.26,Matches,7dfbba27
162,Ezequiel Ávila,ar ARG,FWMF,Osasuna,es La Liga,29-099,1994,26,21,1565,17.4,7,2,9,5,2,3,7,1,6.3,4,1.6,5.6,21,35,89,0.4,0.12,0.52,0.29,0.4,0.36,0.09,0.46,0.23,0.32,Matches,253a06b9
163,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,36-247,1986,23,18,1704,18.9,1,0,1,1,0,0,2,1,1,1,0,1,3,31,1,0.05,0,0.05,0.05,0.05,0.05,0,0.05,0.05,0.05,Matches,a94d93be
164,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25-277,1997,25,15,1238,13.8,8,1,9,8,0,0,1,0,6.3,6.3,1.1,7.4,14,11,49,0.58,0.07,0.65,0.58,0.65,0.46,0.08,0.54,0.46,0.54,Matches,e5478b87
165,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,19-222,2003,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,2,2,0,0,0,0,0,0.1,0.54,0.63,0.1,0.63,Matches,f173303a
166,Mehmet Aydin,de GER,DFFW,Schalke 04,de Bundesliga,21-096,2002,16,3,567,6.3,0,0,0,0,0,0,0,0,0.2,0.2,0.8,1,9,15,21,0,0,0,0,0,0.03,0.12,0.15,0.03,0.15,Matches,fe46e261
167,André Ayew,gh GHA,FWMF,Nott'ham Forest,eng Premier League,33-150,1989,12,1,314,3.5,0,0,0,0,0,1,1,0,1,0.3,0,0.3,3,11,16,0,0,0,0,0,0.3,0.01,0.31,0.07,0.09,Matches,5dbefa9d
168,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,31-247,1991,36,29,2534,28.2,4,3,7,4,0,0,5,0,3,3,3.2,6.2,76,59,166,0.14,0.11,0.25,0.14,0.25,0.11,0.11,0.22,0.11,0.22,Matches,da052c14
169,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,28-187,1994,10,5,545,6.1,0,0,0,0,0,0,1,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,Matches,2200181e
170,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,31-264,1991,27,20,1874,20.8,2,1,3,2,0,0,3,0,2.9,2.9,2,4.9,23,69,81,0.1,0.05,0.14,0.1,0.14,0.14,0.1,0.24,0.14,0.24,Matches,420d7c7d
171,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,22-036,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ce81d82d
172,Sardar Azmoun,ir IRN,FWMF,Leverkusen,de Bundesliga,28-135,1995,21,7,813,9,4,1,5,4,0,0,1,0,3.3,3.3,2.4,5.7,10,29,41,0.44,0.11,0.55,0.44,0.55,0.37,0.27,0.64,0.37,0.64,Matches,10549b49
173,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,33-261,1989,22,13,1257,14,0,0,0,0,0,0,3,0,0.4,0.4,1,1.4,18,62,68,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1,Matches,53cad200
174,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,19-131,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f582d5c1
175,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,27-114,1996,25,17,1466,16.3,0,0,0,0,0,0,5,0,0.5,0.5,0.2,0.7,3,39,6,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches,bfd381b3
176,Srđan Babić,rs SRB,DF,Almería,es La Liga,27-024,1996,30,29,2638,29.3,3,0,3,3,0,0,5,0,1.2,1.2,0.3,1.4,21,57,4,0.1,0,0.1,0.1,0.1,0.04,0.01,0.05,0.04,0.05,Matches,075fe5a3
177,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,23-035,2000,16,14,1259,14,1,0,1,1,0,0,3,0,0.2,0.2,0.1,0.3,7,40,2,0.07,0,0.07,0.07,0.07,0.01,0.01,0.02,0.01,0.02,Matches,114bbdee
178,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,23-035,2000,1,1,90,1,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,0,3,0,0,1,1,0,1,0.2,0.06,0.26,0.2,0.26,Matches,114bbdee
179,Édgar Badía,es ESP,GK,Elche,es La Liga,31-093,1992,32,32,2880,32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e4346678
180,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,22-051,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,Matches,06df8256
181,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,22-051,2001,11,9,839,9.3,2,0,2,2,0,0,3,0,0.6,0.6,0.4,1,3,39,0,0.21,0,0.21,0.21,0.21,0.07,0.04,0.11,0.07,0.11,Matches,06df8256
182,Alex Baena,es ESP,MFFW,Villarreal,es La Liga,21-300,2001,31,17,1758,19.5,6,2,8,6,0,0,12,1,3.7,3.7,5,8.6,44,106,101,0.31,0.1,0.41,0.31,0.41,0.19,0.26,0.44,0.19,0.44,Matches,518f2234
183,Jaime Báez,uy URU,DF,Cremonese,it Serie A,28-021,1995,2,1,96,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,5,4,8,0,0,0,0,0,0.12,0.12,0.24,0.12,0.24,Matches,dfd24c07
184,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,25-280,1997,31,24,1847,20.5,4,4,8,4,0,0,4,0,5.1,5.1,4,9.1,83,27,178,0.19,0.19,0.39,0.19,0.39,0.25,0.19,0.44,0.25,0.44,Matches,3a233281
185,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,29-034,1994,15,4,459,5.1,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,3,7,3,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,a1232f4e
186,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29-318,1993,2,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches,5065d67d
187,Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,22-140,2000,7,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,0,0,0,0,0,0,0,0.21,0.21,0,0.21,Matches,7e3e825e
188,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18-206,2004,11,6,526,5.8,1,0,1,1,0,0,2,0,0.8,0.8,0.4,1.2,10,24,1,0.17,0,0.17,0.17,0.17,0.13,0.06,0.2,0.13,0.2,Matches,32e8417f
189,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,24-077,1999,19,8,940,10.4,1,1,2,1,0,0,1,0,1.2,1.2,1.2,2.4,22,29,47,0.1,0.1,0.19,0.1,0.19,0.12,0.11,0.23,0.12,0.23,Matches,f42d6c13
190,Nedim Bajrami,al ALB,FW,Sassuolo,it Serie A,24-077,1999,15,6,696,7.7,1,0,1,1,0,0,0,0,1.7,1.7,1.1,2.8,21,39,82,0.13,0,0.13,0.13,0.13,0.22,0.14,0.36,0.22,0.36,Matches,f42d6c13
191,Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,32-035,1991,3,0,59,0.7,0,1,1,0,0,0,0,0,0,0,1,1,1,0,4,0,1.53,1.53,0,1.53,0,1.56,1.56,0,1.56,Matches,0af4dcf0
192,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,28-272,1994,3,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches,59bf127b
193,Mitchel Bakker,nl NED,MFDF,Leverkusen,de Bundesliga,22-330,2000,26,17,1479,16.4,3,2,5,3,0,0,5,1,1.7,1.7,2,3.6,26,53,63,0.18,0.12,0.3,0.18,0.3,0.1,0.12,0.22,0.1,0.22,Matches,a8567629
194,Ridle Baku,de GER,DFFW,Wolfsburg,de Bundesliga,25-038,1998,31,27,2400,26.7,5,3,8,5,0,0,6,0,2.8,2.8,4,6.7,46,120,145,0.19,0.11,0.3,0.19,0.3,0.1,0.15,0.25,0.1,0.25,Matches,442b56fa
195,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,20-054,2003,26,24,1772,19.7,4,0,4,4,0,0,2,0,2.4,2.4,1.8,4.2,57,69,94,0.2,0,0.2,0.2,0.2,0.12,0.09,0.21,0.12,0.21,Matches,102e2599
196,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19-210,2003,30,27,2275,25.3,1,6,7,1,0,0,4,0,1.9,1.9,4.7,6.6,81,66,215,0.04,0.24,0.28,0.04,0.28,0.07,0.19,0.26,0.07,0.26,Matches,5ccc9672
197,Thierno Balde,fr FRA,DF,Troyes,fr Ligue 1,20-340,2002,28,22,1921,21.3,0,0,0,0,0,0,1,0,0.3,0.3,1,1.3,55,58,104,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06,Matches,3975195f
198,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19-133,2004,16,3,312,3.5,0,0,0,0,0,0,2,1,0.3,0.3,0.1,0.4,14,25,6,0,0,0,0,0,0.09,0.02,0.11,0.09,0.11,Matches,a1390d2f
199,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,35-076,1988,3,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,1fe67e86
200,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24-110,1999,32,27,2396,26.6,0,1,1,0,0,0,6,1,1.2,1.2,0.2,1.3,14,79,18,0,0.04,0.04,0,0.04,0.04,0.01,0.05,0.04,0.05,Matches,7c3ed041
201,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31-135,1992,33,33,2890,32.1,0,0,0,0,0,0,6,0,0.3,0.3,2.6,2.9,63,120,128,0,0,0,0,0,0.01,0.08,0.09,0.01,0.09,Matches,cee88597
202,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,26-133,1997,8,5,504,5.6,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.9,11,25,31,0.18,0,0.18,0.18,0.18,0.11,0.04,0.15,0.11,0.15,Matches,f449640d
203,Folarin Balogun,eng ENG,FW,Reims,fr Ligue 1,21-317,2001,34,31,2729,30.3,19,2,21,13,6,7,5,0,24.2,18.6,3.3,21.9,54,49,258,0.63,0.07,0.69,0.43,0.49,0.8,0.11,0.91,0.61,0.72,Matches,31822f8c
204,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,33-021,1990,18,9,1094,12.2,0,0,0,0,0,0,2,0,0,0,0.3,0.3,8,26,19,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches,7fecbcdb
205,Jonathan Bamba,fr FRA,FW,Lille,fr Ligue 1,27-051,1996,31,29,2513,27.9,5,6,11,5,0,0,5,0,7.1,7.1,6.1,13.2,101,134,306,0.18,0.21,0.39,0.18,0.39,0.25,0.22,0.47,0.25,0.47,Matches,b2bd0f6c
206,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,29-253,1993,27,17,1482,16.5,4,2,6,4,0,2,3,0,8.6,7,1,8,16,23,93,0.24,0.12,0.36,0.24,0.36,0.52,0.06,0.58,0.43,0.49,Matches,93feac6e
207,Lameck Banda,zm ZAM,FWMF,Lecce,it Serie A,22-107,2001,34,17,1496,16.6,1,1,2,1,0,0,5,0,2.7,2.7,1.2,3.9,74,22,148,0.06,0.06,0.12,0.06,0.12,0.16,0.07,0.23,0.16,0.23,Matches,8a6de8c7
208,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,28-048,1995,33,26,2124,23.6,2,0,2,2,0,0,9,0,1.7,1.7,2.6,4.3,37,95,86,0.08,0,0.08,0.08,0.08,0.07,0.11,0.18,0.07,0.18,Matches,d44360be
209,Léo Baptistão,br BRA,FWMF,Almería,es La Liga,30-263,1992,28,24,1726,19.2,5,1,6,5,0,0,7,0,4.9,4.9,1.2,6.2,38,51,83,0.26,0.05,0.31,0.26,0.31,0.26,0.06,0.32,0.26,0.32,Matches,35f6db55
210,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,25-038,1998,21,4,589,6.5,0,1,1,0,0,0,3,1,0.4,0.4,1.1,1.4,8,39,23,0,0.15,0.15,0,0.15,0.05,0.16,0.22,0.05,0.22,Matches,2886c9b5
211,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,28-164,1994,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches,01efac19
212,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,28-164,1994,28,19,1626,18.1,2,0,2,2,0,0,4,0,2.4,2.4,1.6,3.9,41,75,87,0.11,0,0.11,0.11,0.11,0.13,0.09,0.22,0.13,0.22,Matches,01efac19
213,Andrea Barberis,it ITA,MF,Monza,it Serie A,29-156,1993,9,3,338,3.8,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,3,14,0,0,0.27,0.27,0,0.27,0.03,0.1,0.12,0.03,0.12,Matches,32ebfe1e
214,Tommaso Barbieri,it ITA,DF,Juventus,it Serie A,20-263,2002,2,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,Matches,6f1d7aa8
215,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,20-256,2002,23,12,1177,13.1,5,6,11,5,0,0,3,0,2.7,2.7,3.2,5.9,41,31,135,0.38,0.46,0.84,0.38,0.84,0.21,0.25,0.45,0.21,0.45,Matches,a0d55a09
216,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22-191,2000,30,26,2297,25.5,0,0,0,0,0,0,6,0,0.4,0.4,0.8,1.2,56,85,113,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches,1ddbc7ca
217,Francesco Bardi,it ITA,GK,Bologna,it Serie A,31-118,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0acda699
218,Keidi Bare,al ALB,MF,Espanyol,es La Liga,25-261,1997,16,4,448,5,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,5,21,8,0,0,0,0,0,0.12,0.03,0.15,0.12,0.15,Matches,03049c8c
219,Nicolò Barella,it ITA,MF,Inter,it Serie A,26-098,1997,32,29,2440,27.1,5,6,11,5,0,0,6,0,3,3,5.4,8.5,72,201,161,0.18,0.22,0.41,0.18,0.41,0.11,0.2,0.31,0.11,0.31,Matches,6928979a
220,Kike Barja,es ESP,FWMF,Osasuna,es La Liga,26-045,1997,23,13,1130,12.6,1,5,6,1,0,0,1,0,1.1,1.1,2.9,4,53,31,166,0.08,0.4,0.48,0.08,0.48,0.09,0.23,0.32,0.09,0.32,Matches,aad53e64
221,Ross Barkley,eng ENG,MFFW,Nice,fr Ligue 1,29-162,1993,25,8,860,9.6,3,2,5,3,0,0,1,0,4,4,1.6,5.7,26,39,43,0.31,0.21,0.52,0.31,0.52,0.44,0.17,0.61,0.44,0.61,Matches,3a24769f
222,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24-360,1998,21,2,509,5.7,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1,15,35,27,0,0.18,0.18,0,0.18,0.09,0.09,0.17,0.09,0.17,Matches,a2a85828
223,Harvey Barnes,eng ENG,FWMF,Leicester City,eng Premier League,25-158,1997,32,31,2593,28.8,12,1,13,12,0,0,3,0,8.5,8.5,3,11.5,96,76,249,0.42,0.03,0.45,0.42,0.45,0.29,0.1,0.4,0.29,0.4,Matches,3ea50f67
